createTime,room,session_id,fall_label,x1,y1,z1,z1_lag1,z1_lag2,z1_lag3,z1_delta1,z1_delta3,z1_roll3_mean,z1_roll3_std,z1_drop_from_lag3,z1_lead_mean5,z1_lead_std3,z1_lead8,z1_is_low
2026-03-14 20:05:00,Kitchen,0,0,0.8594,1.6123,1.160422,,,,,,,,,0.2102806,0.3087513043492016,,0
2026-03-14 20:05:05,Kitchen,0,0,0.935,1.6673,0.650658,1.160422,,,-0.5097640000000001,,,,,0.0887898,0.00854427301374035,,0
2026-03-14 20:05:09,Kitchen,0,0,0.7892,1.7491,0.121954,0.650658,1.160422,,-0.528704,,,,,,0.0256962463471483,,1
2026-03-14 20:05:13,Kitchen,0,0,0.7939,1.7527,0.110016,0.121954,0.650658,1.160422,-0.011938000000000004,-1.0504060000000002,0.6443446666666667,0.5192627854847036,1.0504060000000002,,0.03172880861824681,,1
2026-03-14 20:05:21,Kitchen,0,0,0.7902,1.7443,0.105396,0.110016,0.121954,0.650658,-0.004619999999999999,-0.5452619999999999,0.2942093333333333,0.3087513043492016,0.5452619999999999,,,,1
2026-03-14 20:05:32,Kitchen,0,0,0.7902,1.7375,0.063379,0.105396,0.110016,0.121954,-0.042017,-0.058575,0.11245533333333334,0.008544273013741345,0.058575,,,,1
2026-03-14 20:05:43,Kitchen,0,0,0.7824,1.7388,0.043204,0.063379,0.105396,0.110016,-0.020175000000000005,-0.06681200000000001,0.09293033333333334,0.02569624634714861,0.06681200000000001,,,,1
